"('mid',)","('pid',)"
tt13082362,nm2440581
tt13083862,nm4728284
tt1308438,nm0421675
tt1308438,nm2246262
tt13084592,nm2772133
tt13084592,nm3217393
tt13084592,nm1748911
tt13084756,nm0335337
tt1308478,nm0818465
tt13084832,nm1372074
tt1308490,nm1142375
tt1308490,nm0791285
tt1308490,nm0125142
tt13084912,nm8594125
tt1308499,nm1618147
tt1308499,nm2814969
tt1308500,nm1618147
tt1308501,nm1618147
tt1308501,nm0466899
tt1308502,nm2814969
tt1308502,nm1618147
tt1308503,nm0466899
tt1308503,nm1618147
tt1308504,nm4810876
tt1308504,nm1618147
tt1308505,nm1618147
tt1308505,nm1768204
tt1308506,nm1618147
tt1308506,nm4810876
tt1308507,nm1618147
tt1308507,nm1132853
tt1308508,nm2107345
tt1308508,nm1618147
tt1308509,nm1618147
tt1308509,nm0466899
tt1308510,nm1618147
tt1308510,nm2986520
tt1308511,nm1618147
tt1308511,nm1618152
tt1308512,nm1248804
tt1308512,nm1618147
tt1308513,nm1132853
tt1308513,nm1618147
tt1308514,nm1618147
tt1308514,nm1618152
tt1308515,nm1248804
tt1308515,nm1618147
tt1308516,nm2107345
tt1308516,nm1618147
tt1308517,nm1047542
tt1308517,nm1618147
tt1308518,nm1618147
tt1308518,nm1132853
tt1308519,nm2107345
tt1308519,nm1618147
tt1308520,nm1618147
tt1308520,nm1618152
tt13085526,nm9987936
tt13085526,nm12198387
tt13085526,nm12143373
tt13085534,nm4554346
tt13085534,nm12020680
tt13085534,nm7408484
tt13085536,nm9587614
tt13085546,nm3237860
tt13085592,nm9448222
tt13085760,nm7320686
tt13085760,nm1197201
tt13085822,nm0213983
tt13085996,nm9113769
tt1308616,nm0614222
tt1308617,nm1006989
tt1308618,nm0614222
tt1308619,nm0307139
tt1308620,nm0307139
tt1308621,nm0307139
tt1308622,nm0614222
tt1308623,nm1006989
tt1308650,nm3164213
tt1308660,nm0241031
tt13086632,nm7978526
tt1308664,nm3164680
tt1308667,nm0005295
tt1308725,nm2052316
tt1308728,nm0005008
tt1308729,nm0001353
tt1308736,nm1661384
tt1308738,nm0170372
tt13087442,nm0133773
tt1308745,nm1898444
tt1308748,nm1637798
tt13087512,nm4148704
tt13087512,nm7133142
tt13087512,nm1789501
tt13087542,nm6085179
tt1308754,nm2512655
tt1308756,nm0225035
tt1308758,nm0441673
tt13087796,nm0775056
tt13087910,nm0421259
tt13087958,nm0579766
tt13087958,nm5366274
tt13087958,nm1069826
tt13087958,nm1464314
tt13087958,nm0007124
tt1308843,nm0180902
tt1308845,nm0958449
tt1308847,nm0008360
tt13089270,nm4741118
tt13089270,nm1208638
tt13089270,nm0748796
tt13089270,nm2378321
tt13089270,nm5248590
tt13089270,nm1220133
tt1308930,nm0069279
tt1309000,nm0286207
tt1309085,nm0029262
tt1309089,nm0067090
tt1309096,nm0512052
tt13091122,nm2075333
tt1309113,nm2343031
tt13091330,nm8498219
tt1309148,nm0570912
tt1309151,nm0534665
tt13091762,nm11898276
tt1309178,nm1626419
tt1309184,nm0632716
tt13092070,nm5390745
tt13092932,nm11899118
tt13092932,nm11899117
tt1309299,nm0047658
tt13093506,nm0956890
tt1309374,nm1937259
tt1309379,nm1063253
tt1309385,nm1389025
tt1309388,nm0001031
tt1309388,nm0598363
tt1309388,nm0770241
tt1309388,nm0539988
tt1309388,nm0431118
tt1309388,nm0763219
tt1309388,nm0382327
tt1309388,nm0126906
tt1309388,nm0894139
tt1309409,nm0720109
tt1309409,nm0660347
tt13094256,nm6799773
tt13094274,nm2201016
tt13094278,nm2201016
tt13094280,nm3262170
tt13094280,nm3447602
tt13094286,nm3262170
tt13094286,nm3447602
tt13094290,nm2130745
tt13094294,nm1414810
tt1309433,nm0698283
tt1309449,nm2213511
tt13094586,nm1266566
tt1309472,nm0016234
tt13094944,nm4570344
tt13095084,nm0053157
tt13095086,nm0002728
tt13095094,nm0593576
tt13095096,nm0798517
tt13095118,nm0593576
tt13095126,nm0002728
tt13095138,nm0211523
tt13095158,nm0798517
tt13095166,nm0211523
tt13095170,nm0798517
tt1309518,nm1926923
tt1309519,nm0047458
tt1309520,nm0779641
tt1309555,nm0163892
tt1309556,nm0163892
tt1309557,nm1840850
tt13095604,nm2276454
tt1309561,nm1194320
tt1309563,nm0849314
tt1309575,nm0301428
tt13095792,nm0003394
tt1309592,nm2081862
tt1309602,nm0953032
tt1309602,nm0463841
tt1309602,nm0340767
tt1309602,nm0309247
tt13096334,nm1716636
tt1309636,nm2637033
tt13097020,nm9772463
tt13097336,nm11900680
tt13097348,nm11900687
tt13097406,nm2650963
tt13097434,nm9159094
tt1309748,nm0970607
tt1309749,nm0427551
tt1309750,nm1541845
tt1309751,nm0227781
tt13097730,nm5193241
tt13097730,nm4057245
tt13097730,nm1896275
tt13097858,nm0409036
tt13097868,nm1100276
tt13099124,nm1583111
tt13099212,nm0146414
tt13099426,nm3054794
tt13099852,nm1089963
tt13100222,nm3754346
tt1310120,nm0849465
tt1310121,nm0849465
tt1310180,nm1618147
tt1310181,nm1618147
tt1310182,nm1618147
tt1310183,nm1618147
tt1310184,nm1618147
tt1310185,nm1618147
tt13101868,nm0837908
tt13101868,nm0644775
tt13101868,nm11507776
tt13101868,nm2238286
tt1310186,nm1618147
tt1310186,nm0569479
tt1310187,nm0569479
tt1310187,nm1618147
tt1310188,nm1618147
tt1310189,nm1618147
tt1310190,nm0569479
tt1310190,nm1618147
tt1310191,nm1618147
tt1310191,nm0569479
tt1310192,nm0569479
tt1310192,nm1618147
tt1310193,nm1618147
tt1310194,nm1618147
tt1310195,nm1618147
tt1310196,nm2107345
tt1310196,nm1618147
tt1310197,nm1618147
tt1310198,nm1618147
tt1310199,nm1618147
tt1310200,nm1618147
tt1310201,nm1618147
tt1310202,nm1618147
tt1310203,nm1618147
tt1310204,nm1618147
tt1310204,nm0569479
tt1310205,nm1618147
tt1310206,nm1618147
tt1310206,nm0569479
tt1310207,nm1618147
tt1310208,nm1618147
tt1310209,nm1618147
tt13102370,nm0496417
tt13102440,nm4603719
tt13103028,nm8094701
tt13103028,nm1768204
tt13103134,nm1531945
tt13103212,nm11903909
tt13103340,nm0553662
tt13103340,nm0205169
tt1310358,nm0108094
tt1310363,nm0183849
tt1310373,nm1093669
tt13103876,nm1541136
tt13103876,nm1331050
tt13103990,nm0891331
tt13103990,nm1462498
tt13104178,nm0000536
tt13104184,nm1015063
tt13104186,nm0541562
tt13104190,nm0000536
tt13104200,nm0004094
tt13104208,nm1273063
tt13104210,nm0503669
tt13104218,nm0312889
tt13104220,nm0000536
tt13104222,nm0463320
tt13104226,nm0000536
tt1310422,nm0525665
tt1310430,nm0512052
tt1310501,nm1066910
tt1310504,nm3168051
tt13105340,nm4020877
tt1310548,nm3177795
tt1310548,nm0968592
tt13105536,nm11904499
tt1310561,nm1214637
tt1310569,nm1265067
tt13105764,nm2810269
tt13105824,nm0155446
tt13105886,nm3394923
tt13106186,nm1635535
tt13106188,nm1635535
tt13106190,nm1635535
tt13106194,nm1635535
tt13106196,nm1635535
tt13106200,nm1635535
tt13106212,nm1635535
tt1310628,nm0668350
tt1310629,nm1245778
tt1310629,nm0916493
tt1310629,nm0098086
tt1310629,nm0297526
tt1310629,nm0631124
tt1310641,nm1615010
tt1310653,nm2841273
tt1310653,nm1782679
tt1310654,nm0758005
tt1310656,nm0155598
tt13106818,nm3171052
tt13106820,nm3171052
tt13106824,nm3171052
tt13106832,nm3171052
tt13106836,nm3171052
tt13106842,nm3171052
tt13106900,nm4349538
tt13107070,nm0426037
tt13107070,nm0836557
tt13107582,nm0765225
tt13107586,nm0053157
tt13107596,nm0211523
tt13107600,nm0053157
tt13107606,nm0053157
tt13107614,nm0067090
tt13107616,nm0696309
tt13107618,nm0593576
tt13107624,nm0002728
tt13107630,nm0385151
tt13107800,nm0851752
tt13107908,nm0060505
tt1310809,nm1344486
tt13108116,nm0225416
tt1310811,nm0614672
tt13109016,nm1724522
tt13109016,nm1993878
tt13109118,nm3736670
tt1310944,nm1149535
tt1310944,nm1354006
tt13109730,nm0956484
tt13109952,nm2482088
tt13110256,nm1365879
tt13110256,nm3335696
tt13110256,nm1958109
tt1311031,nm1740618
tt1311035,nm0749914
tt13110420,nm1592228
tt1311047,nm0937501
tt1311060,nm0955974
tt1311063,nm0213983
tt1311067,nm0957772
tt1311071,nm1045865
tt1311075,nm0726954
tt1311076,nm0315065
tt13110808,nm11907121
tt13110816,nm11907156
tt1311082,nm0213983
tt1311083,nm0503767
tt1311087,nm1540049
tt13110892,nm0808995
tt1311093,nm0382783
tt13112988,nm7345143
tt13112990,nm0722713
tt13112992,nm7345143
tt13112994,nm0612033
tt13112996,nm0612033
tt13112998,nm7345143
tt13113000,nm2867483
tt13113298,nm1964257
tt1311356,nm3171782
tt1311486,nm0547717
tt13115128,nm0474985
tt1311542,nm0331602
tt1311542,nm0166393
tt1311638,nm0839045
tt1311669,nm0870733
tt1311671,nm2269530
tt1311672,nm0124991
tt13116888,nm2698215
tt13116922,nm0889403
tt1311699,nm0211072
tt1311710,nm1818840
tt1311717,nm3170706
tt13117230,nm1329435
tt13117230,nm0860231
tt13117332,nm1722331
tt13117332,nm0373798
tt13117532,nm1256362
tt13117532,nm1748959
tt13117534,nm1256362
tt13117534,nm1748959
tt13117720,nm3439604
tt13118012,nm7020801
tt1311865,nm0505842
tt13119000,nm6663156
tt1311904,nm3171782
tt13119760,nm2686787
tt1312012,nm0005295
tt1312022,nm1271767
tt1312022,nm0863876
tt1312022,nm0488494
tt1312022,nm1651880
tt1312022,nm0469689
tt1312022,nm1699942
tt13120790,nm9821655
tt1312081,nm3171486
tt1312099,nm3289955
tt1312132,nm7667765
tt1312135,nm3172019
tt1312137,nm2917126
tt1312137,nm2916574
tt1312156,nm0490487
tt13121702,nm0838289
tt1312171,nm2007278
tt1312171,nm0475578
tt1312171,nm0839660
tt1312171,nm0076997
tt1312171,nm0387486
tt1312171,nm5831383
tt1312171,nm0894225
tt1312171,nm1234893
tt1312203,nm1025289
tt1312203,nm2341575
tt1312222,nm0400194
tt13122232,nm0003739
tt1312229,nm3172661
tt1312229,nm0907991
tt1312230,nm1346075
tt1312230,nm1662920
tt1312230,nm1664081
tt1312241,nm0812773
tt1312246,nm2265115
tt1312251,nm0003588
tt1312254,nm0122567
tt13123356,nm5519375
tt13123496,nm2845001
tt13123816,nm1256362
tt13123816,nm1748959
tt13123820,nm1748959
tt13123820,nm1256362
tt13124040,nm1636071
tt1312418,nm0931426
tt13124286,nm3062127
tt13124352,nm2625699
tt13124586,nm9204659
tt13125694,nm1573573
tt13126252,nm2406717
tt13126252,nm2673416
tt13126938,nm3822608
tt1312698,nm1618147
tt1312698,nm1781925
tt13128292,nm0179117
tt1312843,nm0005295
tt1312844,nm0005295
tt1312845,nm0005295
tt1312846,nm0005295
tt1312854,nm0265954
tt1312887,nm0264220
tt1312888,nm0264220
tt13129104,nm6911445
tt13129190,nm2509550
tt13129360,nm0122741
tt13129360,nm0637089
tt1312972,nm1666468
tt1312972,nm0503259
tt1312972,nm1341176
tt13129832,nm4728284
tt1313015,nm2350818
tt1313016,nm2350818
tt1313017,nm1887660
tt1313017,nm2756975
tt13130184,nm0169806
tt13130198,nm11914138
tt13130400,nm6249248
tt1313047,nm0113915
tt1313047,nm1487543
tt13130532,nm4729382
tt1313082,nm0612465
tt1313092,nm2391575
tt1313093,nm0620277
tt13130964,nm2657081
tt1313097,nm0129232
tt1313097,nm1546945
tt1313104,nm2694309
tt1313108,nm0848017
tt1313113,nm0522393
tt13131186,nm3201973
tt1313120,nm4515899
tt1313120,nm2019707
tt1313130,nm3172918
tt1313139,nm0267497
tt1313146,nm1077107
tt1313152,nm1181313
tt1313152,nm1055063
tt1313152,nm1120092
tt1313152,nm0091076
tt1313152,nm0917405
tt1313152,nm0009463
tt1313152,nm0871086
tt1313152,nm0858680
tt1313152,nm0803066
tt1313152,nm3239567
tt1313152,nm1768837
tt1313152,nm9056970
tt1313152,nm0575263
tt1313152,nm1360723
tt1313152,nm0758574
tt1313152,nm0728409
tt1313152,nm0653458
tt1313152,nm0619763
tt1313152,nm1181727
tt1313152,nm0449316
tt1313152,nm0311700
tt1313152,nm3174726
tt1313152,nm0422605
tt1313152,nm2309330
tt1313152,nm0009127
tt1313153,nm0271816
tt1313162,nm0799734
tt13131636,nm1619380
tt13131798,nm9955408
tt1313230,nm0368690
tt1313242,nm2259712
tt1313244,nm1319539
tt1313254,nm1195308
tt1313334,nm0090386
tt1313335,nm0090386
tt1313336,nm0003474
tt1313337,nm0327273
tt13133936,nm0637518
tt1313407,nm0070474
tt13134270,nm1121230
tt13134648,nm7494609
tt13134648,nm8591808
tt13134674,nm2378321
tt13134676,nm4741118
tt13134680,nm2378321
tt13134710,nm1220133
tt1313551,nm0722713
tt13135714,nm0868201
tt13135714,nm0266255
tt13135714,nm0366792
tt13135714,nm2424570
tt13135808,nm0649117
tt13135852,nm7587300
tt1313591,nm0001031
tt13135988,nm8498219
tt1313600,nm1312919
tt1313601,nm1312919
tt1313602,nm1312919
tt1313603,nm1312919
tt13136084,nm0211278
tt13136754,nm2275041
tt13137346,nm12214186
tt13137346,nm7202172
tt13137576,nm0023832
tt13137694,nm2197069
tt13137832,nm3736670
tt13137974,nm1677210
tt1313812,nm0421675
tt13138420,nm5136118
tt13138498,nm8819942
tt1313876,nm2861188
tt13138812,nm2444240
tt13138816,nm3425878
tt13138820,nm3425878
tt13138826,nm3425878
tt13138832,nm3425878
tt13138834,nm3285219
tt13138972,nm0434298
tt13139218,nm6482910
tt13139368,nm0454660
tt13139368,nm2802539
tt13139368,nm3936056
tt13139372,nm0454660
tt13139372,nm3936056
tt13139372,nm7917179
tt13139372,nm7531112
tt13139376,nm3936056
tt13139376,nm7531112
tt13139376,nm7917179
tt13139376,nm0454660
tt13139376,nm2802539
tt13139378,nm0454660
tt13139378,nm2802539
tt13139378,nm7531112
tt13139378,nm7917179
tt1313969,nm0816074
tt13139750,nm0362734
tt1314004,nm0909608
tt1314008,nm0728063
tt1314008,nm0781769
tt1314008,nm2507757
tt13140384,nm1408520
tt13140554,nm4260835
tt13140554,nm2491419
tt1314098,nm0299563
tt1314099,nm0299563
tt1314112,nm0180902
tt1314170,nm0659380
tt1314170,nm0161152
tt1314177,nm0454835
tt1314190,nm0578857
tt1314192,nm3265220
tt1314197,nm3146722
tt1314222,nm1655252
tt13142240,nm6242100
tt1314228,nm0492909
tt1314235,nm1353167
tt13142378,nm8029047
tt1314237,nm3176551
tt1314239,nm2299214
tt1314240,nm0084580
tt1314240,nm0613351
tt1314241,nm3183799
tt1314241,nm0647718
tt1314242,nm0636741
tt13142436,nm0920274
tt1314243,nm0329670
tt1314244,nm0044310
tt13142458,nm1971220
tt1314246,nm3176748
tt1314246,nm3464186
tt1314246,nm3125415
tt1314246,nm3023544
tt1314246,nm0729764
tt1314246,nm1266812
tt1314246,nm3176993
tt1314247,nm2167709
tt1314248,nm0956484
tt13142680,nm0080107
tt13142680,nm2683514
tt1314269,nm1324710
tt1314274,nm3176269
tt1314280,nm0513371
tt1314291,nm0474948
tt13143054,nm1168394
tt13143062,nm0840075
tt13143066,nm0500666
tt13143068,nm0190597
tt13143074,nm0500200
tt13143078,nm0362873
tt13143082,nm1090220
tt13143088,nm0463320
tt13143096,nm1168394
tt13143116,nm0935732
tt13143186,nm0708981
tt13143252,nm0571739
tt13143258,nm1154799
tt1314326,nm2935845
tt1314329,nm0796361
tt13143358,nm0571739
tt13143360,nm1339949
tt13143362,nm1168394
tt13143370,nm0574765
tt13143372,nm0935732
tt13143374,nm1168394
tt1314350,nm0906174
tt1314359,nm2825174
tt1314363,nm2021453
tt1314367,nm3175951
tt13143964,nm0938471
tt13143988,nm3221779
tt13144076,nm6468326
tt13144490,nm2420471
tt13144958,nm0443181
tt13145186,nm6390439
tt13145490,nm1414582
tt13145492,nm1414582
tt1314645,nm0730355
tt13146488,nm0026442
tt13146488,nm2095817
tt13146488,nm0348181
tt13146488,nm0735504
tt1314652,nm0407992
tt1314653,nm0622614
tt1314655,nm0235719
tt1314659,nm0879960
tt13146616,nm4662274
tt13146786,nm4662274
tt13146818,nm4662274
tt13147082,nm0146166
tt1314715,nm0490640
tt13147656,nm1319591
tt13147708,nm4124324
tt13147708,nm5835988
tt13147954,nm2448824
tt13148384,nm0175726
tt13148384,nm1908659
tt13148458,nm1534618
tt13148548,nm0090292
tt13148804,nm8396558
tt13148808,nm12045340
tt13148870,nm0301303
tt13149620,nm0214320
tt13149934,nm1919480
tt13149940,nm1919480
tt13149944,nm1919480
tt13149946,nm7978526
tt13150080,nm0782213
tt1315020,nm0180902
tt13150254,nm3312963
tt1315047,nm0644204
tt1315052,nm1181905
tt13150564,nm2256873
tt1315058,nm1019500
tt1315059,nm0242658
tt13150606,nm0799688
tt13150630,nm0869857
tt1315063,nm0262678
tt13150856,nm0000655
tt13151104,nm0781673
tt13151104,nm2531791
tt13151104,nm2724928
tt13151510,nm3394923
tt1315195,nm0448599
tt1315195,nm1094375
tt1315195,nm0841319
tt1315195,nm0240548
tt13152020,nm0348181
tt13152024,nm0348181
tt13152026,nm0348181
tt13152032,nm2095817
tt13152038,nm0735504
tt13152042,nm0348181
tt13152056,nm0026442
tt13152062,nm0348181
tt1315214,nm0138238
tt1315216,nm0363553
tt13152186,nm3838717
tt13152604,nm1072936
tt1315328,nm0692590
tt1315328,nm0310494
tt1315328,nm2213557
tt1315346,nm3178229
tt1315350,nm0277619
tt13153782,nm3789048
tt1315388,nm0010859
tt13153956,nm0558094
tt13154142,nm1856668
tt1315419,nm1154652
tt13154364,nm0926526
tt13154390,nm0312919
tt13154390,nm3680974
tt13154408,nm3607924
tt13154408,nm0312919
tt13154418,nm2638975
tt13154512,nm3196934
tt13154518,nm0392146
tt13154522,nm3680974
tt13154522,nm0312919
tt13154592,nm0128337
tt13154956,nm0688900
tt13155010,nm1842551
tt13155030,nm6174517
tt1315513,nm2007278
tt13155198,nm5643905
tt13155198,nm10983311
tt13155222,nm9110984
tt13155222,nm4136040
tt13155644,nm8536838
tt13155644,nm2923315
tt1315582,nm0270478
tt1315584,nm0691367
tt1315588,nm0812444
tt1315601,nm3005544
tt13156200,nm5472963
tt13156316,nm0954722
tt13156368,nm4823962
tt13156368,nm3456699
tt13156370,nm4823962
tt13156370,nm5519768
tt13156372,nm4823962
tt13156372,nm12267014
tt13156374,nm4823962
tt13156374,nm0865778
tt13156376,nm4823962
tt13156376,nm1494696
tt13156838,nm3211698
tt13156854,nm13242820
tt13156854,nm3969585
tt13157084,nm4664464
tt1315733,nm0076681
tt1315734,nm0538744
tt1315735,nm1392007
tt1315771,nm0601095
tt13157722,nm5762944
tt1315772,nm2007278
tt1315773,nm2007278
tt13158326,nm0416694
tt13158328,nm0231458
tt13158336,nm0881038
tt13158342,nm0766349
tt13158346,nm0571739
tt13158348,nm0961594
tt13158356,nm0766349
tt13158366,nm0766349
tt13158378,nm0135529
tt13158382,nm0173466
tt13158384,nm0766349
tt13158392,nm0878768
tt13158396,nm0177512
tt13158400,nm0135529
tt13158404,nm0766349
tt1315861,nm2425863
tt1315861,nm0860483
tt13158800,nm4870008
tt1315883,nm0491708
tt1315885,nm0615592
tt1315886,nm1754496
tt1315938,nm3179764
tt13159612,nm0192030
tt1315962,nm0181117
tt1315981,nm1053530
tt1316004,nm0305493
tt1316004,nm0209334
tt13160360,nm1019057
tt1316037,nm1343100
tt13160412,nm0583600
tt1316064,nm0469785
tt1316072,nm2654633
tt1316078,nm3179860
tt1316092,nm3181685
tt13161318,nm7400525
tt13161318,nm8129879
tt13161318,nm11496454
tt13161356,nm3133017
tt13161710,nm0508513
tt13162026,nm0345743
tt13162036,nm0345743
tt13162038,nm0345743
tt13162044,nm0345743
tt13162046,nm0345743
tt13162048,nm4662174
tt13162050,nm0345743
tt13162052,nm0345743
tt13162058,nm0345743
tt13162060,nm0345743
tt13162144,nm6425711
tt13162334,nm0439285
tt13162484,nm1780062
tt1316414,nm0561879
tt1316432,nm3179876
tt1316436,nm3179988
tt13164942,nm8150307
tt1316496,nm0563039
tt1316500,nm0348274
tt13165096,nm0962938
tt1316511,nm0909608
tt1316530,nm1360067
tt1316536,nm2015237
tt1316540,nm0398555
tt1316540,nm0850601
tt1316546,nm0736622
tt1316546,nm1698571
tt1316554,nm0794000
tt1316554,nm2179469
tt1316564,nm0271765
tt1316575,nm3182265
tt1316577,nm1546474
tt1316585,nm2122609
tt1316604,nm0347029
tt1316604,nm1166131
tt1316616,nm0423646
tt1316622,nm1042371
tt1316624,nm1037560
tt1316626,nm0841268
tt1316704,nm0802909
tt13167196,nm5519768
tt13167196,nm7795905
tt13167196,nm8200452
tt13167196,nm0866700
tt13167196,nm6323953
tt13167196,nm2500877
tt13167196,nm2495496
tt13167196,nm2154921
tt13167196,nm1375928
tt13167196,nm2525080
tt13167196,nm9877048
tt13167196,nm1425958
tt13167196,nm0412607
tt13167288,nm6461347
tt13167556,nm5412893
tt13167998,nm4728284
tt1316799,nm1618147
tt1316799,nm1479700
tt13168272,nm2497546
tt13168536,nm0474463
tt13168588,nm0951944
tt13168618,nm5899290
tt13168694,nm2669402
tt13169104,nm6943548
tt13169180,nm1857733
tt13169850,nm0003941
tt13169872,nm3861808
tt13169872,nm0272855
tt13169872,nm0136649
tt13169872,nm0142456
tt13169872,nm0110021
tt1317226,nm0909608
tt1317227,nm0909608
tt13172796,nm2295540
tt13172846,nm0576554
tt13172846,nm1312094
tt13173116,nm6665753
tt13173144,nm1729121
tt13174524,nm9845321
tt13174688,nm0646987
tt13174740,nm0217938
tt13174740,nm0198991
tt13174740,nm0733227
tt13174746,nm0909568
tt13174748,nm0846070
tt13174748,nm0419865
tt13174750,nm0002433
tt13174750,nm0419865
tt13174750,nm0409036
tt13174766,nm0367523
tt13174766,nm0788610
tt13174766,nm0737517
tt13174766,nm0000594
tt1317478,nm0973920
tt13175334,nm0160666
tt13175492,nm0689852
tt13175494,nm7457068
tt13175494,nm1429654
tt13175494,nm10239531
tt13175504,nm2337720
tt13175760,nm7266102
tt13175760,nm6869411
tt13175760,nm5138738
tt13175760,nm7618075
tt13176206,nm9807530
tt13176816,nm0586539
tt13176816,nm0733227
tt13176816,nm0362399
tt13176816,nm0370912
tt13176816,nm0429541
tt13176816,nm0314104
tt13177004,nm11933892
tt13177242,nm6388229
tt13177594,nm9671189
tt13177594,nm4725676
tt13177606,nm4725676
tt13177606,nm9671189
tt13178100,nm0409036
tt13178100,nm0533145
tt13178100,nm0194274
tt13178594,nm1287094
tt13178594,nm3249521
tt13178594,nm0438802
tt13178594,nm8621166
tt13178692,nm4890715
tt13178692,nm11934362
tt1317889,nm0239977
tt1317890,nm0440458
tt1317902,nm1462498
tt1317902,nm1398960
tt1317902,nm0793804
tt1317920,nm0914368
tt1317940,nm0348181
tt1317941,nm0348181
tt1317981,nm1656402
tt1317981,nm1104159
tt1317981,nm0458676
tt1317981,nm1802388
tt1317983,nm0418982
tt13179918,nm4943513
tt1318001,nm0330028
tt13180026,nm0772095
tt1318007,nm0048978
tt1318007,nm1214965
tt1318007,nm2404761
tt1318007,nm8099474
tt1318008,nm2269246
tt1318008,nm1189312
tt1318008,nm2145125
tt1318008,nm0010653
tt1318008,nm1899656
tt1318008,nm3183333
tt1318008,nm1780062
tt1318022,nm0941017
tt1318022,nm0112456
tt1318023,nm1979282
tt1318025,nm2688320
tt1318026,nm0666972
tt1318029,nm0342748
tt1318034,nm1644444
tt1318035,nm2435387
tt1318035,nm4832249
tt1318037,nm1162222
tt1318039,nm2606060
tt13180414,nm10670899
tt1318041,nm0458722
tt1318044,nm0453270
tt1318046,nm0779830
tt1318049,nm0005197
tt1318056,nm1438206
tt1318057,nm1443023
tt1318061,nm1360317
tt1318067,nm3183685
tt1318126,nm0101385
tt13181596,nm1376613
tt13181612,nm11935850
tt1318260,nm1705810
tt13182756,nm0832087
tt13182876,nm8701377
tt13183174,nm0421259
tt13183218,nm0421259
tt13183704,nm0637089
tt13183704,nm0122741
tt13183726,nm0637089
tt13183726,nm0122741
tt1318409,nm0913637
tt1318409,nm0000625
tt1318409,nm0307680
tt1318409,nm0791381
tt1318409,nm0958449
tt1318409,nm0445380
tt1318414,nm0691367
tt1318514,nm1012501
tt1318516,nm2383715
tt1318517,nm0000416
tt1318522,nm0289186
tt1318523,nm0346841
tt1318524,nm0168237
tt1318534,nm0343687
tt1318538,nm0958449
tt1318619,nm0132490
tt13186264,nm0146341
tt13186454,nm0607185
tt13186458,nm0607185
tt13186462,nm0811611
tt13186464,nm0811611
tt13186466,nm0811611
tt13186468,nm0811611
tt13186470,nm1455690
tt13186528,nm0570767
tt13186528,nm7429096
tt13186542,nm4047350
tt1318673,nm0816074
tt1318674,nm0227192
tt1318675,nm0227192
tt13187550,nm1971220
tt13187552,nm10244127
tt13187556,nm0001726
tt13187656,nm3112632
tt13188064,nm1114700
tt1318819,nm0724156
tt13188312,nm6485168
tt1318849,nm2163219
tt13188590,nm8542443
tt13188758,nm6085179
tt13188780,nm3112632
tt13188786,nm6085179
tt13188792,nm6085179
tt13188804,nm3112632
tt13188808,nm6085179
tt13188810,nm6085179
tt13189134,nm1924019
tt13189134,nm3160207
tt13189624,nm1454995
tt13189798,nm1650932
tt1318995,nm1879025
tt1319024,nm1019500
tt1319032,nm1217417
tt13190432,nm2587757
tt1319054,nm0795060
tt1319060,nm0666972
tt1319072,nm0666972
tt13190810,nm3717614
tt13190816,nm8753593
tt13190816,nm3717614
tt13190868,nm1202716
tt1319090,nm0246937
tt13190948,nm0536609
tt13191004,nm0536609
tt1319138,nm0666972
tt1319161,nm0666972
tt1319197,nm0795060
tt1319226,nm0002835
tt13192538,nm0363473
tt13192570,nm0079496
tt13192574,nm10995109
tt1319260,nm0905302
tt1319260,nm4292801
tt1319260,nm2312713
tt1319260,nm2089980
tt1319260,nm1771070
tt1319260,nm1991886
tt1319260,nm1586984
tt1319260,nm6866443
tt1319260,nm2425384
tt1319260,nm11156906
tt1319260,nm7619191
tt1319260,nm1683527
tt1319260,nm4454835
tt13192726,nm8498219
tt13192836,nm11002962
tt13193246,nm12185277
tt13193312,nm10388828
tt1319355,nm0492722
tt1319356,nm0492722
tt1319357,nm0492722
tt1319358,nm1500530
tt1319358,nm1906081
tt1319358,nm1325852
tt1319361,nm0390103
tt13194566,nm3621052
tt13194566,nm2331413
tt13194654,nm1153494
tt13194658,nm4769231
tt13194658,nm2965829
tt13194658,nm2524803
tt13194658,nm8489143
tt13194940,nm0371689
tt13195126,nm2721271
tt13195126,nm5463480
tt13195212,nm0284677
tt13195212,nm1350706
tt13195212,nm11851342
tt13195218,nm1420178
tt13195222,nm0284677
tt13195222,nm11851342
tt13195222,nm1350706
tt13195228,nm1350706
tt13195228,nm0284677
tt13195228,nm11851342
tt13195230,nm0284677
tt13195230,nm11851342
tt13195230,nm1350706
tt13195236,nm1350706
tt13195236,nm11851342
tt13195236,nm0284677
tt13195238,nm0284677
tt13195238,nm11851342
tt13195238,nm1350706
tt13195244,nm1350706
tt13195244,nm0284677
tt13195244,nm11851342
tt1319553,nm3167229
tt13195574,nm0806640
tt13195574,nm0909088
tt13195574,nm3833225
tt1319567,nm1175724
tt1319569,nm0576732
tt1319574,nm0353700
tt1319590,nm3190237
tt1319598,nm1725195
tt1319598,nm0276209
tt1319598,nm0004917
tt1319598,nm1347153
tt1319598,nm0307680
tt1319598,nm0005355
tt1319598,nm9523938
tt1319598,nm0090292
tt13196080,nm1618152
tt13196080,nm7257116
tt13196080,nm1995030
tt13196080,nm10168829
tt13196080,nm10542076
tt13196080,nm1092811
tt13196080,nm8090409
tt13196080,nm1288693
tt13196156,nm9484608
tt1319636,nm0327064
tt1319636,nm0134176
